1	3	9	24	5	2
4	5	25	14	12	6
7	8	13	18	22	30	9
10	12	15	27	21	11
14	32	50	42	15
16	17	26	34	60	36	23	18
23	35	37	31	22
25	24	30	31	38	67	52	32
42	51	85	63	28	27
20	19	21	28	62	65	45	29
36	71	75	79	81	59	35
33	41	55	106	61	34
37	59	82	109	73	38
50	52	66	68	101	86	51
46	49	53	92	95	83	70	47
54	56	74	97	55
67	73	122	134	147	69	66
63	89	99	88	62
40	39	45	64	77	107	104	48
44	43	48	105	93	53
58	57	70	84	129	91	72
60	61	114	115	119	76	71
69	146	148	103	68
75	76	121	80
79	80	128	132	87
81	87	110	82
85	86	102	100	89
65	88	118	137	78	64
83	96	163	144	131	84
106	97	98	126	142	116	114
99	100	133	150	138	118
78	139	108	77
102	101	103	149	151	133
92	93	127	155	157	124	111
95	111	125	167	164	96
90	91	130	140	117	94
121	119	120	171	154	128
108	178	181	175	123	107
109	110	132	154	170	184	135	122
105	104	123	176	156	127
124	162	168	125
113	112	117	141	161	136
115	116	172	186	197	188	120
139	137	138	159	173	193	182	178
149	148	152	213	165
150	151	165	211	206	202	174	159
130	129	131	145	190	177
140	177	191	222	214	199	141
144	166	225	208	145
142	143	180	227	187	172
155	156	189	221	246	234	158
157	158	216	192	162
135	204	209	229	153	134
146	147	153	230	232	152
174	203	253	196	173
176	175	183	200	220	189
163	164	179	241	243	226	166
169	160	161	199	215	219	195
171	188	205	237	258	185	170
167	168	192	217	239	242	179
187	236	265	272	198	186
201	255	231	200
190	208	233	223	191
197	198	274	238	205
184	185	263	294	280	210	204
193	196	254	275	270	194
183	181	182	194	256	201
206	212	284	207
202	207	286	287	257	203
210	281	283	248	209
220	231	264	247	221
216	234	249	303	240	217
223	269	277	224	222
229	248	282	260	252	230
211	213	232	252	261	285	212
233	225	226	245	291	298	269
215	214	224	278	312	308	251
218	219	251	309	271	235
255	256	270	279	296	300	299	264
240	304	327	267	262	239
243	244	292	245
227	228	250	293	339	266	236
238	289	353	370	259	237
246	247	299	301	325	305	249
241	242	262	268	316	244
253	257	288	331	276	254
258	259	295	263
267	328	343	347	330	268
266	341	273	265
260	306	323	355	321	317	261
275	276	333	350	297	279
277	298	311	318	313	278
282	283	307	314	363	324	306
284	285	317	322	357	290	286
291	292	316	330	348	345	319	311
274	272	273	359	382	354	289
281	280	302	366	315	307
287	290	369	385	332	288
297	351	361	310	296
294	295	370	372	373	376	365	302
300	310	362	391	336	301
303	305	326	389	329	304
313	342	405	403	320	312
315	381	398	396	367	314
324	364	360	323
331	332	386	352	333
334	309	308	320	404	338	335
321	356	358	322
325	336	392	393	326
327	329	390	344	328
318	319	346	406	342
344	408	427	433	349	343
341	339	340	368	417	418	383	359
377	442	378	376
364	363	367	397	423	401
356	355	360	401	422	424	402
357	358	402	450	459	387	369
351	350	352	394	414	375
361	375	413	395	362
348	347	349	432	380	371
345	371	379	420	415	410	346
338	411	435	452	409	388	337
353	354	384	437	374	372
366	365	378	443	439	399	381
386	385	387	460	470	468	447	394
380	441	421	379
382	383	419	466	384
399	440	400	398
390	389	393	412	429	426	408
396	400	456	473	461	446	397
392	391	395	428	464	478	448	431	412
373	374	438	494	451	377
431	449	430	429
418	444	458	475	467	419
413	414	447	469	465	428
406	410	416	488	491	407	405
404	403	407	498	500	436	411
