34.8	55.68
35.96	59.74
36.54	51.04
37.12	64.96
38.28	62.06
38.86	45.82
38.86	50.46
40.02	56.84
40.6	66.12
40.6	71.34
41.18	48.72
42.34	40.6
42.34	53.94
42.34	62.06
42.92	92.8
43.5	36.54
44.08	57.42
44.08	69.6
44.08	80.62
44.08	86.42
44.08	99.76
44.66	43.5
44.66	59.74
45.24	44.08
45.24	48.14
45.24	49.3
45.82	65.54
45.82	73.66
46.4	97.44
46.98	35.96
46.98	68.44
46.98	77.14
47.56	64.38
47.56	88.74
47.56	94.54
47.56	104.4
48.14	43.5
48.14	79.46
48.72	50.46
48.72	82.94
48.72	89.32
49.3	109.04
49.88	38.28
49.88	73.66
50.46	63.8
50.46	67.86
50.46	102.08
50.46	106.72
51.04	100.92
51.62	33.06
51.62	85.84
51.62	87.
52.2	53.94
52.2	59.16
52.2	72.5
52.2	80.62
52.2	96.86
52.2	111.94
52.78	44.66
52.78	92.22
53.36	34.22
53.94	80.04
53.94	104.4
54.52	37.7
54.52	46.98
54.52	75.4
54.52	77.14
55.1	68.44
55.1	69.02
55.68	52.78
55.68	81.78
55.68	88.16
55.68	105.56
56.26	58.
56.26	64.96
56.26	100.34
56.26	109.62
56.26	114.26
56.84	78.3
56.84	89.9
56.84	96.86
57.42	29.58
57.42	39.44
57.42	83.52
57.42	95.12
58.	73.08
58.58	42.92
58.58	93.96
59.16	31.9
59.16	62.06
59.16	74.24
59.16	106.72
59.74	56.84
59.74	68.44
59.74	99.18
60.32	33.64
60.32	51.04
60.32	70.18
60.32	77.72
61.48	44.66
61.48	81.2
61.48	88.16
61.48	107.88
62.06	52.78
62.06	58.58
62.06	72.5
62.06	112.52
62.64	64.96
62.64	85.26
62.64	91.06
62.64	104.98
63.8	93.38
64.38	29.58
64.38	44.66
64.38	57.42
64.38	63.22
64.38	66.7
64.38	75.4
64.38	79.46
64.38	98.02
64.38	103.24
64.38	115.42
65.54	35.38
65.54	49.3
65.54	71.92
65.54	99.18
66.12	31.9
66.12	52.78
66.12	88.74
66.7	53.94
66.7	82.36
67.86	40.6
67.86	88.74
68.44	30.74
68.44	77.72
68.44	107.88
68.44	109.62
69.02	100.34
69.02	104.4
69.6	50.46
70.18	37.12
70.18	58.58
70.18	62.06
70.18	91.64
70.76	45.82
70.76	58.
70.76	78.88
70.76	86.42
70.76	95.7
70.76	113.1
71.34	62.06
72.5	27.26
72.5	31.32
72.5	66.7
72.5	75.4
73.08	52.78
73.08	104.98
73.66	82.94
73.66	106.14
74.24	52.78
74.24	58.
74.24	70.76
74.24	97.44
74.82	39.44
74.82	92.8
75.4	65.54
75.4	80.62
75.4	86.42
75.4	88.16
75.4	101.5
75.4	110.2
75.98	29.58
75.98	75.98
76.56	80.04
77.72	64.38
78.3	35.96
78.3	92.22
78.88	26.68
78.88	85.26
78.88	97.44
78.88	102.08
78.88	107.88
79.46	69.02
79.46	73.08
80.04	31.9
80.04	55.1
80.04	80.62
80.62	49.3
80.62	77.72
81.2	58.58
81.2	84.68
81.2	88.16
81.2	89.32
81.2	92.8
81.78	69.6
81.78	99.76
82.36	36.54
82.36	53.94
82.36	65.54
82.36	104.98
82.94	42.34
82.94	75.4
83.52	29.
83.52	94.54
85.26	81.2
85.26	89.32
85.84	62.64
86.42	32.48
86.42	38.28
86.42	76.56
86.42	100.92
87.	63.8
87.	72.5
87.	96.86
87.58	56.84
87.58	85.26
87.58	92.8
88.16	46.4
88.74	27.84
89.32	42.34
89.32	89.9
89.9	69.02
90.48	67.86
90.48	71.34
91.06	78.88
91.64	33.64
92.22	37.7
92.22	48.72
92.8	42.92
93.38	62.06
93.38	71.34
93.96	58.
94.54	56.84
95.12	79.46
95.7	53.36
95.7	64.38
96.28	31.9
96.28	66.7
96.86	37.12
96.86	48.14
97.44	53.94
98.02	42.92
98.02	49.88
98.02	72.5
99.18	60.32
99.76	68.44
100.34	48.72
100.92	64.38
101.5	35.96
102.66	40.6
102.66	55.68
104.4	46.98
104.4	52.78
