44884	3.19754428599e-06
11542	2.90519194801e-06
11543	1.76378113278e-06
11540	2.66462023832e-06
11541	1.76378113278e-06
11546	2.97084557698e-06
11547	1.52432595881e-06
11544	2.90519194801e-06
11545	1.09114219751e-06
11548	2.59918200272e-06
11549	1.81986227934e-06
5988	3.04370016705e-06
5989	2.82613392609e-06
19399	3.17380056903e-06
19398	3.17378187471e-06
5982	2.81187900471e-06
5983	2.92927172037e-06
5980	3.39343554888e-06
5981	3.02503314326e-06
5986	3.03214887446e-06
5987	2.94526542296e-06
5984	2.58943717781e-06
5985	2.85722810891e-06
17541	2.90909175576e-06
46139	2.31017332768e-06
46138	2.99541952948e-07
46137	2.31017332768e-06
46136	3.19754428599e-06
46135	3.16298071997e-06
46134	3.04972641325e-06
46133	3.19754428599e-06
46132	-3.16978568114e-06
46131	3.19754428599e-06
46130	1.84034238915e-07
29237	2.21528886955e-06
19973	2.92810954992e-06
271	2.60883168492e-06
19971	3.06250682971e-06
19970	3.00806129147e-06
16709	3.20625884455e-06
16708	3.20625884455e-06
19975	3.0631470062e-06
19974	2.76700281925e-06
16705	3.20625884455e-06
16704	3.20625884455e-06
16707	3.20625884455e-06
19978	2.12580131626e-06
16701	3.20625884455e-06
16700	3.20625884455e-06
16703	3.20625884455e-06
16702	3.20625884455e-06
46704	3.19754428599e-06
12019	3.16103773605e-06
12018	3.16093940191e-06
42086	2.0099115096e-06
12015	3.16093940191e-06
12014	3.16084053659e-06
12017	3.16103773605e-06
12016	3.16093940191e-06
12011	3.16054071018e-06
12010	3.16054071018e-06
12013	3.16054071018e-06
12012	3.16033808964e-06
17258	5.28011582165e-08
17259	1.62517271984e-06
42084	3.12602026906e-06
46700	2.12019654095e-06
17254	-4.71827463752e-06
17255	4.53438876662e-06
17257	1.62517271879e-06
10709	2.42377803246e-06
10708	2.46834327908e-06
46702	2.1201929713e-06
9258	3.50335425391e-06
9259	3.00068169268e-06
10703	2.3596245691e-06
10702	2.36694523177e-06
10701	2.61332805561e-06
10700	2.57203025476e-06
10707	2.5068234212e-06
10706	2.57046203444e-06
10705	2.25772766277e-06
10704	2.48569580037e-06
46793	2.80279349577e-06
46792	-1.12655534728e-06
46791	3.27145745364e-06
46790	2.68234806651e-06
46797	2.04612010185e-06
46796	2.19148635653e-06
46795	2.09647137239e-06
46794	2.00772281801e-06
21615	3.19513768875e-06
21614	3.19513768875e-06
21617	3.19513768875e-06
46798	2.18543318463e-06
21611	3.19513768875e-06
21610	3.19513768875e-06
21613	3.19513768875e-06
21612	3.19513768875e-06
19397	3.13952676321e-06
45448	3.3688175789e-06
19396	3.12827416919e-06
45446	3.3688175789e-06
45447	3.3688175789e-06
45444	3.3688175789e-06
45445	3.3688175789e-06
45442	3.3688175789e-06
19395	3.17545729004e-06
45440	3.3688175789e-06
45441	3.3688175789e-06
44798	3.09764966021e-06
19394	3.08047341824e-06
19393	3.12573927475e-06
44793	2.51656452136e-06
44795	2.76972831736e-06
44794	2.76972831736e-06
44797	2.31987688226e-06
44796	2.90107942844e-06
46869	2.46807637354e-06
46868	2.46815360079e-06
19391	3.13236528033e-06
46861	2.4681367562e-06
46860	2.46813665417e-06
46863	2.46813671541e-06
46862	2.46813669442e-06
46865	2.46813634747e-06
46864	2.46813680032e-06
46867	2.46813192064e-06
46866	2.46813807691e-06
13058	2.49330981676e-06
13059	2.78274057198e-06
13052	2.47169957385e-06
13053	3.16054071018e-06
13050	1.27180255319e-06
13051	2.0624381659e-06
13056	3.11273236889e-06
13057	1.36346727769e-06
13054	2.20774949349e-06
13055	2.72142205077e-06
22745	3.19754428599e-06
20258	3.13248482207e-06
20259	2.51442018018e-06
20252	1.60735087099e-06
20253	3.19754428599e-06
20250	1.57537956156e-06
20251	3.13248484597e-06
20256	2.20249414175e-06
20257	3.09670579533e-06
20254	2.32144582432e-06
20255	3.13248484597e-06
40966	2.03882175701e-06
44426	2.15791730257e-06
44425	2.15578885777e-06
44424	2.15626903523e-06
29769	2.34368780727e-06
40963	2.61394538798e-06
40960	3.19754428599e-06
40961	2.69523199385e-06
29765	2.22484224613e-06
29764	2.34368780676e-06
29767	2.3436878091e-06
29766	2.34368780735e-06
29761	2.34368780746e-06
29760	2.33739851826e-06
44429	1.9259755741e-06
40969	2.99072422764e-06
1177	2.89696875151e-06
1176	2.47532793099e-06
1175	2.59528077794e-06
1174	2.63551798988e-06
1173	2.63674751375e-06
1172	2.60105860505e-06
1171	2.60540626861e-06
1170	2.32306961137e-06
23507	3.19754428599e-06
23506	2.7724290824e-06
23505	3.19754428599e-06
23504	3.19754428599e-06
23503	3.19754428599e-06
23502	3.19754428599e-06
1179	2.93117820578e-06
1178	2.8811735248e-06
40328	3.19754428599e-06
2964	2.76074152296e-06
27619	2.09613792581e-06
27618	2.09611171545e-06
27617	2.09621823101e-06
27616	2.0957879231e-06
27615	2.09750754635e-06
27614	2.09077404642e-06
27613	2.11610556345e-06
27612	2.02869402059e-06
27611	2.26776945645e-06
27610	2.15488049642e-06
16880	2.28149473937e-06
44705	3.19754428599e-06
2967	3.08195343591e-06
621	2.91885298324e-06
12833	-1.53046344954e-06
12832	-1.53046344954e-06
12831	-1.53046344954e-06
12830	-1.53046344954e-06
12837	-1.53046344954e-06
12836	-1.53046344954e-06
12835	-1.53046344954e-06
12834	-1.53046344954e-06
8545	3.44459595472e-06
8544	3.07895930678e-06
12839	-1.53046344954e-06
12838	-1.53046344954e-06
8541	3.00583653156e-06
8540	2.92463739919e-06
8543	3.2834306541e-06
8542	3.3703308648e-06
2961	2.8924508709e-06
629	3.26875333155e-06
628	-6.42408486387e-06
16887	3.19754428599e-06
22678	3.19754428599e-06
22679	3.19754428599e-06
22676	3.19754428599e-06
22677	3.19754428599e-06
22674	3.19754428599e-06
22675	3.19754428599e-06
22672	3.19754428599e-06
22673	3.19754428599e-06
22670	3.19754428599e-06
22671	3.19754428599e-06
15555	3.1332792554e-06
16884	3.19754428599e-06
26568	1.09673255397e-06
26569	1.19873171185e-06
26566	5.97378742777e-07
26567	1.65499223932e-06
26564	2.89769309023e-06
26565	2.60308840153e-06
26562	3.31734764675e-06
8293	1.11520687808e-06
26560	2.21507849198e-06
26561	1.37494954557e-06
15551	3.16621887946e-06
8294	3.082503654e-06
16885	-8.09111534982e-06
15553	3.1408651236e-06
2962	2.06715376735e-06
393	3.19754428599e-06
392	3.19754428599e-06
391	3.19754428599e-06
390	3.0756117838e-06
397	3.19754428599e-06
396	3.19754428599e-06
395	3.19754428599e-06
394	3.19754428599e-06
3937	2.07553426103e-06
399	3.12562721863e-06
398	3.19754428599e-06
27898	3.03609184432e-06
32224	2.35071380138e-06
32225	2.35071380111e-06
32226	-3.42522825355e-05
32227	2.35071380136e-06
32220	2.35071380131e-06
32221	2.35071380126e-06
32222	2.35071380181e-06
32223	2.3507138012e-06
32228	2.35071380117e-06
32229	2.35071380135e-06
41067	3.05015203759e-06
3748	1.58527978075e-06
3749	2.46736530108e-06
3746	3.21997285315e-06
3747	2.81566720672e-06
3744	2.90193163239e-06
3745	2.73669655846e-06
3742	2.78884593217e-06
3743	3.01049915262e-06
3740	2.84411814559e-06
3741	3.0021993665e-06
29659	2.31607153866e-06
31163	2.24748397627e-06
21930	3.19513768875e-06
21931	3.19513768875e-06
21932	3.19513768875e-06
21933	3.19513768875e-06
21934	3.19513768875e-06
21935	3.19513768875e-06
21936	3.19513768875e-06
21937	3.19513768875e-06
21938	3.19513768875e-06
21939	3.19513768875e-06
34728	2.2027823497e-06
29653	2.32051158208e-06
270	2.45321532888e-06
24861	2.48120036723e-06
19972	2.78018292331e-06
272	2.45321532888e-06
273	2.60883168492e-06
19977	1.96543890586e-06
19976	5.91946472637e-07
15708	3.09298639731e-06
6818	2.5635370703e-06
276	2.60883168492e-06
6811	2.21981190894e-06
15701	2.74505280513e-06
6813	3.00920994986e-06
6812	2.65380444446e-06
6815	2.48680028964e-06
6814	2.90199762235e-06
6817	2.29162356892e-06
6816	-7.07860519074e-06
9757	2.95977951916e-06
9756	2.94469197148e-06
9755	3.17330744879e-06
9754	2.9609508964e-06
9753	3.07244905863e-06
9752	2.92513740104e-06
9751	3.21487429999e-06
9750	3.04725865685e-06
19979	2.94231494733e-06
9759	2.90198433811e-06
9758	2.94925363541e-06
24146	3.1940009297e-06
37305	2.27036745334e-06
24144	3.1940009297e-06
37307	2.27036745233e-06
37300	2.27036745192e-06
37301	2.27036745187e-06
37302	2.27036745317e-06
37303	2.27036745296e-06
37308	2.27036745307e-06
37309	2.27036745323e-06
24148	3.1940009297e-06
24149	3.1940009297e-06
24862	2.20537567205e-06
37078	4.34610347098e-06
37079	5.00395721758e-06
37076	5.46826840151e-06
18531	2.40777085228e-06
37074	2.16725753998e-06
37075	2.16725753987e-06
37072	2.16725754002e-06
33752	2.29760550091e-06
18536	3.03406812574e-06
18537	2.88487341614e-06
36695	2.29342559938e-06
37387	2.27379731178e-06
30334	2.37987091907e-06
30335	2.3798709176e-06
30336	2.37987091855e-06
30337	2.37987091796e-06
30330	2.37987091941e-06
30331	2.37987091729e-06
30332	2.37987091881e-06
30333	2.37987091776e-06
30338	2.37987091816e-06
30339	2.37987091831e-06
44805	3.18728126703e-06
15163	2.96238319034e-06
44804	3.18728126703e-06
43059	1.95891398688e-06
7564	3.01173376985e-06
10251	3.33989603398e-06
30223	2.26547020055e-06
44806	2.5152955621e-06
15166	2.81918672255e-06
44801	3.18728126703e-06
15167	3.19754428599e-06
44803	3.18728126703e-06
44802	3.18728126703e-06
24868	2.82302522641e-06
35218	-1.32977381569e-05
35219	2.30884282824e-06
35214	2.08540374311e-06
35215	2.30820377494e-06
35216	2.08540374307e-06
35217	2.30799759909e-06
35210	2.31487908015e-06
35211	2.30819666026e-06
35212	2.37741598841e-06
35213	3.02531238964e-06
23266	2.53782443179e-06
23267	3.19754428599e-06
23264	3.19754428599e-06
23265	3.19754428599e-06
23262	3.19754428599e-06
23263	3.19754428599e-06
23260	3.19754428599e-06
23261	1.18036094497e-06
23268	3.19754428599e-06
23269	3.19754428599e-06
9256	3.08101538456e-06
9257	3.27309214721e-06
9254	3.46338434401e-06
43859	3.09026290113e-06
9255	3.24508741759e-06
43853	2.94410526504e-06
9252	3.02456512309e-06
43851	2.90158245551e-06
43850	2.90178144617e-06
43857	1.81049727168e-06
43856	3.29071134613e-07
43855	2.03107840596e-05
9253	3.28730498383e-06
9250	3.0757343131e-06
9251	3.47206168182e-06
6778	3.43767078952e-06
6779	7.94456122153e-07
14601	4.58049636599e-06
6774	2.9724231238e-06
6775	2.68055886798e-06
6776	2.9628672884e-06
6777	2.9987672999e-06
6770	2.97963765292e-06
6771	2.96445258518e-06
6772	2.9633284843e-06
6773	-2.41125224415e-07
21619	3.19513768875e-06
21618	3.19513768875e-06
46799	1.65053089426e-06
21616	3.19513768875e-06
14186	8.41349123772e-06
24371	3.1940009297e-06
42810	2.04865053705e-06
42811	2.04879630683e-06
42812	2.04876164333e-06
